Name	Set	ImageFile	Category	Level	Color	PlayCost	DVCost	DP	Attribute	Type
Baboongamon/BT4-068	BT4	BT4-068.png	Digimon	4	Black	5	2	4000	Vaccine	Beast
Blimpmon/BT4-069	BT4	BT4-069.png	Digimon	4	Black	6	2	7000	Data	Machine
Meteormon/BT4-070	BT4	BT4-070.png	Digimon	5	Black	7	3	8000	Data	Rock
Tankdramon/BT4-071	BT4	BT4-071.png	Digimon	5	Black	7	3	7000	Virus	Machine/D-Brigade
Gogmamon/BT4-072	BT4	BT4-072.png	Digimon	5	Black	8	3	7000	Vaccine	Rock
BanchoGolemon/BT4-073	BT4	BT4-073.png	Digimon	6	Black	11	3	11000	Virus	Mineral/Boss
Darkdramon/BT4-074	BT4	BT4-074.png	Digimon	6	Black	13	3	11000	Virus	Cyborg/D-Brigade
Blastmon/BT4-075	BT4	BT4-075.png	Digimon	6	Black	13	3	13000	Vaccine	Mineral
Blastmon/BT4-075_P1	BT4	BT4-075_P1.png	Digimon	6	Black	13	3	13000	Vaccine	Mineral
Gabumon/BT4-076	BT4	BT4-076.png	Digimon	3	Purple	3	0	4000	Virus	Reptile
Ghostmon/BT4-077	BT4	BT4-077.png	Digimon	3	Purple	3	0	2000	Data	Ghost
Soundbirdmon/BT4-078	BT4	BT4-078.png	Digimon	3	Purple	3	0	1000	Virus	Avian
Labramon/BT4-079	BT4	BT4-079.png	Digimon	3	Purple	3	0	2000	Vaccine	Beast
Bakemon/BT4-080	BT4	BT4-080.png	Digimon	4	Purple	5	2	6000	Virus	Ghost
Devimon/BT4-081	BT4	BT4-081.png	Digimon	4	Purple	6	2	5000	Virus	Fallen Angel
Dobermon/BT4-082	BT4	BT4-082.png	Digimon	4	Purple	6	2	7000	Vaccine	Dark Animal
Cerberusmon/BT4-083	BT4	BT4-083.png	Digimon	5	Purple	6	3	6000	Vaccine	Dark Animal
NeoDevimon/BT4-084	BT4	BT4-084.png	Digimon	5	Purple	7	3	7000	Virus	Fallen Angel
Phantomon/BT4-085	BT4	BT4-085.png	Digimon	5	Purple	7	3	10000	Virus	Ghost
Cerberusmon: Werewolf Mode/BT4-086	BT4	BT4-086.png	Digimon	5	Purple	9	3	9000	Vaccine	Wizard
Anubismon/BT4-087	BT4	BT4-087.png	Digimon	6	Purple	11	3	10000	Vaccine	Shaman
DanDevimon/BT4-088	BT4	BT4-088.png	Digimon	6	Purple	12	4	12000	Virus	Fallen Angel
DanDevimon/BT4-088_P1	BT4	BT4-088_P1.png	Digimon	6	Purple	12	4	12000	Virus	Fallen Angel
DanDevimon/BT4-088_P2	BT4	BT4-088_P2.png	Digimon	6	Purple	12	4	12000	Virus	Fallen Angel
Plutomon/BT4-089	BT4	BT4-089.png	Digimon	6	Purple	13	4	12000	Virus	Shaman
Chaosmon/BT4-090	BT4	BT4-090.png	Digimon	7	White	15	6	14000	Vaccine	Unique
Chaosmon/BT4-090_P1	BT4	BT4-090_P1.png	Digimon	7	White	15	6	14000	Vaccine	Unique
Chaosmon/BT4-090_P2	BT4	BT4-090_P2.png	Digimon	7	White	15	6	14000	Vaccine	Unique
Chaosmon/BT4-090_P3	BT4	BT4-090_P3.png	Digimon	7	White	15	6	14000	Vaccine	Unique
Chaosmon/BT4-090_P4	BT4	BT4-090_P4.png	Digimon	7	White	15	6	14000	Vaccine	Unique
Chaosmon: Valdur Arm/BT4-091	BT4	BT4-091.png	Digimon	7	White	15	6	14000	Vaccine	Unique
AncientGreymon/BT4-113	BT4	BT4-113.png	Digimon	6	Red	12	5	13000	Vaccine	Ancient Dragon/Ten Warriors
AncientGreymon/BT4-113_P1	BT4	BT4-113_P1.png	Digimon	6	Red	12	5	13000	Vaccine	Ancient Dragon/Ten Warriors
AncientGarurumon/BT4-114	BT4	BT4-114.png	Digimon	6	Blue	12	5	13000	Data	Ancient Animal/Ten Warriors
AncientGarurumon/BT4-114_P1	BT4	BT4-114_P1.png	Digimon	6	Blue	12	5	13000	Data	Ancient Animal/Ten Warriors
Lucemon/BT4-115	BT4	BT4-115.png	Digimon	3	Yellow	13	-	10000	Vaccine	Angel
Lucemon/BT4-115_P1	BT4	BT4-115_P1.png	Digimon	3	Yellow	13	-	10000	Vaccine	Angel
Marcus Damon/BT4-092	BT4	BT4-092.png	Tamer	-	Red	4	-	-	-	-
Marcus Damon/BT4-092_P1	BT4	BT4-092_P1.png	Tamer	-	Red	4	-	-	-	-
Thomas H. Norstein/BT4-093	BT4	BT4-093.png	Tamer	-	Blue	3	-	-	-	-
Thomas H. Norstein/BT4-093_P1	BT4	BT4-093_P1.png	Tamer	-	Blue	3	-	-	-	-
Tai Kamiya/BT4-094	BT4	BT4-094.png	Tamer	-	Yellow	3	-	-	-	-
Tai Kamiya/BT4-094_P1	BT4	BT4-094_P1.png	Tamer	-	Yellow	3	-	-	-	-
Yoshino Fujieda/BT4-095	BT4	BT4-095.png	Tamer	-	Green	3	-	-	-	-
Yoshino Fujieda/BT4-095_P1	BT4	BT4-095_P1.png	Tamer	-	Green	3	-	-	-	-
Izzy Izumi/BT4-096	BT4	BT4-096.png	Tamer	-	Black	4	-	-	-	-
Izzy Izumi/BT4-096_P1	BT4	BT4-096_P1.png	Tamer	-	Black	4	-	-	-	-
Kari Kamiya/BT4-097	BT4	BT4-097.png	Tamer	-	Purple	3	-	-	-	-
Kari Kamiya/BT4-097_P1	BT4	BT4-097_P1.png	Tamer	-	Purple	3	-	-	-	-
Atomic Inferno/BT4-098	BT4	BT4-098.png	Option	-	Red	1	-	-	-	-
Heir of Dragons/BT4-099	BT4	BT4-099.png	Option	-	Red	3	-	-	-	-
Trident Revolver/BT4-100	BT4	BT4-100.png	Option	-	Red	6	-	-	-	-
I'll Drag You Into the Depths!/BT4-101	BT4	BT4-101.png	Option	-	Blue	1	-	-	-	-
Aqua Viper/BT4-102	BT4	BT4-102.png	Option	-	Blue	3	-	-	-	-
Full Moon Blaster/BT4-103	BT4	BT4-103.png	Option	-	Blue	5	-	-	-	-
Blinding Ray/BT4-104	BT4	BT4-104.png	Option	-	Yellow	-	-	-	-	-
Tactical Retreat!/BT4-105	BT4	BT4-105.png	Option	-	Yellow	1	-	-	-	-
Purge Shine/BT4-106	BT4	BT4-106.png	Option	-	Yellow	4	-	-	-	-
Pollen Spray/BT4-107	BT4	BT4-107.png	Option	-	Green	3	-	-	-	-
Cyclonic Kick/BT4-108	BT4	BT4-108.png	Option	-	Green	4	-	-	-	-
Final Zubagon Punch/BT4-109	BT4	BT4-109.png	Option	-	Black	2	-	-	-	-
Dark Roar/BT4-110	BT4	BT4-110.png	Option	-	Black	3	-	-	-	-
Jack Raid/BT4-111	BT4	BT4-111.png	Option	-	Purple	-	-	-	-	-
HellÅfs Gate/BT4-112	BT4	BT4-112.png	Option	-	Purple	6	-	-	-	-
