Name	Set	ImageFile	Category	Level	Color	PlayCost	DVCost	DP	Attribute	Type
Troopmon/BT5-074	BT5	BT5-074.png	Digimon	4	Purple	4	2	3000	Data	Undead
Musyamon/BT5-075	BT5	BT5-075.png	Digimon	4	Purple	4	2	4000	Virus	Wizard
BlackGrowlmon/BT5-076	BT5	BT5-076.png	Digimon	4	Purple	5	2	4000	Virus	Dark Dragon
Vajramon/BT5-077	BT5	BT5-077.png	Digimon	5	Purple	7	2	8000	Vaccine	Holy Beast/Deva
Jokermon/BT5-078	BT5	BT5-078.png	Digimon	5	Purple	7	3	7000	Virus	Wizard
BlackWarGrowlmon/BT5-079	BT5	BT5-079.png	Digimon	5	Purple	8	3	7000	Virus	Cyborg
Zanbamon/BT5-080	BT5	BT5-080.png	Digimon	6	Purple	10	2	10000	Virus	Wizard
ChaosGallantmon/BT5-081	BT5	BT5-081.png	Digimon	6	Purple	12	4	12000	Virus	Dark Knight
ChaosGallantmon/BT5-081_P1	BT5	BT5-081_P1.png	Digimon	6	Purple	12	4	12000	Virus	Dark Knight
ChaosGallantmon/BT5-081_P2	BT5	BT5-081_P2.png	Digimon	6	Purple	12	4	12000	Virus	Dark Knight
Tactimon/BT5-082	BT5	BT5-082.png	Digimon	6	Purple	12	3	11000	Data	Wizard
Megidramon/BT5-083	BT5	BT5-083.png	Digimon	6	Purple	12	3	11000	Virus	Evil Dragon/Four Great Dragons
Diaboromon/BT5-084	BT5	BT5-084.png	Digimon	6	White	11	3	11000	Unknown	Unidentified
Diaboromon/BT5-084_P1	BT5	BT5-084_P1.png	Digimon	6	White	11	3	11000	Unknown	Unidentified
Diaboromon/BT5-084_P2	BT5	BT5-084_P2.png	Digimon	6	White	11	3	11000	Unknown	Unidentified
Armageddemon/BT5-085	BT5	BT5-085.png	Digimon	7	White	15	3	15000	Unknown	Unidentified
Armageddemon/BT5-085_P1	BT5	BT5-085_P1.png	Digimon	7	White	15	3	15000	Unknown	Unidentified
Omnimon/BT5-086	BT5	BT5-086.png	Digimon	7	White	15	4	14000	Vaccine	Holy Warrior/Royal Knight
Omnimon/BT5-086_P1	BT5	BT5-086_P1.png	Digimon	7	White	15	4	14000	Vaccine	Holy Warrior/Royal Knight
Omnimon/BT5-086_P2	BT5	BT5-086_P2.png	Digimon	7	White	15	4	14000	Vaccine	Holy Warrior/Royal Knight
Omnimon/BT5-086_P3	BT5	BT5-086_P3.png	Digimon	7	White	15	4	14000	Vaccine	Holy Warrior/Royal Knight
Omnimon/BT5-086_P4	BT5	BT5-086_P4.png	Digimon	7	White	15	4	14000	Vaccine	Holy Warrior/Royal Knight
Omnimon Zwart/BT5-087	BT5	BT5-087.png	Digimon	7	White	15	6	15000	Vaccine	Holy Warrior
Omnimon Zwart/BT5-087_P1	BT5	BT5-087_P1.png	Digimon	7	White	15	6	15000	Vaccine	Holy Warrior
Omnimon Zwart/BT5-087_P2	BT5	BT5-087_P2.png	Digimon	7	White	15	6	15000	Vaccine	Holy Warrior
Omnimon X Anti-body/BT5-111	BT5	BT5-111.png	Digimon	7	White	15	6	15000	Vaccine	Holy Warrior/Royal Knight/X-Antibody
Omnimon X Anti-body/BT5-111_P1	BT5	BT5-111_P1.png	Digimon	7	White	15	6	15000	Vaccine	Holy Warrior/Royal Knight/X-Antibody
Omnimon Zwart Defeat/BT5-112	BT5	BT5-112.png	Digimon	7	White	15	3	13000	Virus	Holy Warrior
Omnimon Zwart Defeat/BT5-112_P1	BT5	BT5-112_P1.png	Digimon	7	White	15	3	13000	Virus	Holy Warrior
Sora Takenouchi &amp; Joe Kido/BT5-088	BT5	BT5-088.png	Tamer	-	Blue	4	-	-	-	-
Sora Takenouchi &amp; Joe Kido/BT5-088_P1	BT5	BT5-088_P1.png	Tamer	-	Blue	4	-	-	-	-
Izzy Izumi &amp; Mimi Tachikawa/BT5-089	BT5	BT5-089.png	Tamer	-	Green	4	-	-	-	-
Izzy Izumi &amp; Mimi Tachikawa/BT5-089_P1	BT5	BT5-089_P1.png	Tamer	-	Green	4	-	-	-	-
Arata Sanada/BT5-090	BT5	BT5-090.png	Tamer	-	Black	3	-	-	-	-
Arata Sanada/BT5-090_P1	BT5	BT5-090_P1.png	Tamer	-	Black	3	-	-	-	-
Takumi Aiba/BT5-091	BT5	BT5-091.png	Tamer	-	White	2	-	-	-	-
Takumi Aiba/BT5-091_P1	BT5	BT5-091_P1.png	Tamer	-	White	2	-	-	-	-
Nokia Shiramine/BT5-092	BT5	BT5-092.png	Tamer	-	White	3	-	-	-	-
Nokia Shiramine/BT5-092_P1	BT5	BT5-092_P1.png	Tamer	-	White	3	-	-	-	-
Tai Kamiya &amp; Matt Ishida/BT5-093	BT5	BT5-093.png	Tamer	-	White	4	-	-	-	-
Tai Kamiya &amp; Matt Ishida/BT5-093_P1	BT5	BT5-093_P1.png	Tamer	-	White	4	-	-	-	-
Rowdy Rocker/BT5-094	BT5	BT5-094.png	Option	-	Red	2	-	-	-	-
Transcendent Sword/BT5-095	BT5	BT5-095.png	Option	-	Red	7	-	-	-	-
Supreme Cannon/BT5-096	BT5	BT5-096.png	Option	-	Blue	3	-	-	-	-
Absolute Blast/BT5-097	BT5	BT5-097.png	Option	-	Blue	6	-	-	-	-
Meteor Shower/BT5-098	BT5	BT5-098.png	Option	-	Yellow	3	-	-	-	-
Spiral Masquerade/BT5-099	BT5	BT5-099.png	Option	-	Yellow	4	-	-	-	-
Royal Nuts/BT5-100	BT5	BT5-100.png	Option	-	Green	1	-	-	-	-
You Can't Actually Fly?/BT5-101	BT5	BT5-101.png	Option	-	Green	3	-	-	-	-
Wisselen/BT5-102	BT5	BT5-102.png	Option	-	Green	6	-	-	-	-
A Blazing Storm of Metal!/BT5-103	BT5	BT5-103.png	Option	-	Black	1	-	-	-	-
Catastrophe Cannon/BT5-104	BT5	BT5-104.png	Option	-	Black	4	-	-	-	-
Ultimate Flare/BT5-105	BT5	BT5-105.png	Option	-	Black	8	-	-	-	-
Demonic Disaster/BT5-106	BT5	BT5-106.png	Option	-	Purple	1	-	-	-	-
Revive From the Darkness!/BT5-107	BT5	BT5-107.png	Option	-	Purple	4	-	-	-	-
Earth Shaker/BT5-108	BT5	BT5-108.png	Option	-	Purple	6	-	-	-	-
Mega Digimon Fusion!/BT5-109	BT5	BT5-109.png	Option	-	White	-	-	-	-	-
All Delete/BT5-110	BT5	BT5-110.png	Option	-	White	10	-	-	-	-
